word,care_hlcts,fairness_hlcts,loyalty_hlcts,authority_hlcts,sanctity_hlcts,total_seen,seen_care,seen_fairness,seen_loyalty,seen_authority,seen_sanctity,care_pos,care_neg,care_neu,care_sent,fairness_pos,fairness_neg,fairness_neu,fairness_sent,loyalty_pos,loyalty_neg,loyalty_neu,loyalty_sent,authority_pos,authority_neg,authority_neu,authority_sent,sanctity_pos,sanctity_neg,sanctity_neu,sanctity_sent,avg_pos,avg_neg,avg_neu,sum_hl,care_p,fairness_p,loyalty_p,authority_p,sanctity_p,ind_vader,ind_comp,tag,care.virtue,fairness.virtue,loyalty.virtue,authority.virtue,sanctity.virtue,care.vice,fairness.vice,loyalty.vice,authority.vice,sanctity.vice,foundation
mistake,5.0,5.0,1.0,1.0,7.0,204.0,38.0,53.0,36.0,36.0,41.0,0.11019999999999999,0.41059999999999997,0.47919999999999996,-0.33802000000000004,0.1972,0.35839999999999994,0.4444,-0.14238,0.0,0.375,0.625,-0.34,0.0,0.89,0.11,-0.7964,0.030428571428571426,0.5609999999999999,0.40857142857142864,-0.5178857142857142,0.0,0.0,0.0,19.0,0.13157894736842105,0.09433962264150944,0.027777777777777776,0.027777777777777776,0.17073170731707318,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.34}",-0.34,n,0.0,0.0,0.0,0.0,0.0,0.13157894736842105,0.09433962264150944,0.027777777777777776,0.027777777777777776,0.17073170731707318,sanctity.vice
victims,60.0,54.0,20.0,21.0,29.0,1120.0,248.0,199.0,224.0,234.0,215.0,0.09841666666666665,0.47725,0.4243166666666668,-0.3902249999999998,0.07305555555555555,0.503814814814815,0.4231296296296295,-0.47296666666666676,0.07715000000000001,0.47619999999999996,0.44665,-0.4662099999999999,0.0757142857142857,0.5221904761904762,0.40204761904761893,-0.5435952380952381,0.03668965517241379,0.5071724137931034,0.4561379310344828,-0.5541172413793103,0.0,0.0,0.0,184.0,0.24193548387096775,0.271356783919598,0.08928571428571429,0.08974358974358974,0.13488372093023257,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3182}",-0.3182,n,0.0,0.0,0.0,0.0,0.0,0.24193548387096775,0.271356783919598,0.08928571428571429,0.08974358974358974,0.13488372093023257,fairness.vice
escape,7.0,7.0,3.0,6.0,5.0,236.0,51.0,57.0,53.0,42.0,33.0,0.261,0.38242857142857145,0.3568571428571428,-0.2718285714285714,0.38442857142857145,0.24842857142857142,0.3668571428571428,-0.0508,0.21866666666666665,0.17966666666666667,0.6016666666666667,0.03580000000000002,0.1655,0.43683333333333335,0.39749999999999996,-0.5044833333333333,0.2384,0.3782,0.3834,-0.4547800000000001,0.0,0.0,0.0,28.0,0.13725490196078433,0.12280701754385964,0.05660377358490566,0.14285714285714285,0.15151515151515152,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.1779}",0.1779,v,0.13725490196078433,0.12280701754385964,0.05660377358490566,0.14285714285714285,0.15151515151515152,0.0,0.0,0.0,0.0,0.0,sanctity.virtue
compassion,10.0,0.0,0.0,1.0,1.0,82.0,24.0,13.0,13.0,16.0,16.0,0.7033999999999999,0.0213,0.2753,0.76659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.758,0.242,0.0,0.7096,0.901,0.0,0.099,0.9531,0.0,0.0,0.0,12.0,0.4166666666666667,0.0,0.0,0.0625,0.0625,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,n,0.4166666666666667,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,care.virtue
offensive,6.0,7.0,7.0,11.0,4.0,405.0,73.0,99.0,87.0,65.0,81.0,0.04766666666666666,0.5453333333333333,0.40700000000000003,-0.4584,0.08571428571428572,0.4428571428571428,0.47128571428571436,-0.5832285714285714,0.14242857142857143,0.3665714285714285,0.49100000000000005,-0.31088571428571427,0.15563636363636363,0.39945454545454545,0.444909090909091,-0.3872363636363637,0.099,0.471,0.43,-0.637825,0.0,0.0,0.0,35.0,0.0821917808219178,0.0707070707070707,0.08045977011494253,0.16923076923076924,0.04938271604938271,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4588}",-0.4588,a,0.0,0.0,0.0,0.0,0.0,0.0821917808219178,0.0707070707070707,0.08045977011494253,0.16923076923076924,0.04938271604938271,authority.vice
detained,9.0,17.0,5.0,8.0,7.0,295.0,49.0,64.0,57.0,63.0,62.0,0.060666666666666674,0.5437777777777778,0.3955555555555556,-0.5381777777777779,0.05770588235294117,0.4967058823529412,0.4455882352941176,-0.5187411764705884,0.0442,0.6208,0.3352,-0.6911600000000001,0.186375,0.355125,0.4585,-0.070725,0.010428571428571428,0.6290000000000001,0.3605714285714286,-0.7618285714285714,0.0,0.0,0.0,46.0,0.1836734693877551,0.265625,0.08771929824561403,0.12698412698412698,0.11290322580645161,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4019}",-0.4019,v,0.0,0.0,0.0,0.0,0.0,0.1836734693877551,0.265625,0.08771929824561403,0.12698412698412698,0.11290322580645161,fairness.vice
favorite,0.0,4.0,5.0,2.0,0.0,139.0,29.0,27.0,36.0,24.0,23.0,0.0,0.0,0.0,0.0,0.5702499999999999,0.03975,0.39,0.5318,0.3192,0.129,0.5514,0.38246,0.6924999999999999,0.0,0.3075,0.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.14814814814814814,0.1388888888888889,0.08333333333333333,0.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,a,0.0,0.14814814814814814,0.1388888888888889,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,fairness.virtue
respect,22.0,21.0,15.0,27.0,25.0,596.0,108.0,120.0,109.0,135.0,124.0,0.6002727272727274,0.05772727272727273,0.34195454545454546,0.6499181818181816,0.47842857142857137,0.09966666666666667,0.4219047619047619,0.43158571428571435,0.5270666666666667,0.10353333333333332,0.3694,0.5167066666666666,0.5162592592592593,0.054629629629629625,0.4291111111111111,0.5104333333333332,0.5656,0.04003999999999999,0.39435999999999993,0.6080999999999999,0.0,0.0,0.0,110.0,0.2037037037037037,0.175,0.13761467889908258,0.2,0.20161290322580644,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4767}",0.4767,n,0.2037037037037037,0.175,0.13761467889908258,0.2,0.20161290322580644,0.0,0.0,0.0,0.0,0.0,care.virtue
inability,4.0,7.0,4.0,4.0,2.0,91.0,17.0,17.0,17.0,20.0,20.0,0.2875,0.33525,0.37749999999999995,-0.121075,0.20942857142857144,0.36414285714285716,0.4268571428571429,-0.28955714285714285,0.2425,0.30674999999999997,0.451,-0.04819999999999999,0.1505,0.42350000000000004,0.42625,-0.2854,0.282,0.39,0.329,-0.3182,0.0,0.0,0.0,21.0,0.23529411764705882,0.4117647058823529,0.23529411764705882,0.2,0.1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4019}",-0.4019,n,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.4117647058823529,0.23529411764705882,0.2,0.1,fairness.vice
promise,8.0,26.0,24.0,18.0,11.0,586.0,106.0,141.0,124.0,118.0,97.0,0.2905,0.176375,0.533125,0.12512500000000001,0.42973076923076925,0.12196153846153847,0.4483461538461539,0.2642153846153846,0.4246666666666668,0.08633333333333333,0.4889583333333334,0.3631,0.5149444444444444,0.04861111111111111,0.43649999999999994,0.48097222222222225,0.4633636363636364,0.07972727272727272,0.45681818181818185,0.4370909090909091,0.0,0.0,0.0,87.0,0.07547169811320754,0.18439716312056736,0.1935483870967742,0.15254237288135594,0.1134020618556701,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}",0.3182,n,0.07547169811320754,0.18439716312056736,0.1935483870967742,0.15254237288135594,0.1134020618556701,0.0,0.0,0.0,0.0,0.0,loyalty.virtue
pain,24.0,5.0,3.0,4.0,5.0,273.0,58.0,47.0,50.0,52.0,66.0,0.11816666666666664,0.4795,0.4025833333333333,-0.4805958333333334,0.10659999999999999,0.6562,0.2372,-0.7879200000000001,0.0,0.5346666666666667,0.4653333333333333,-0.7017333333333333,0.073,0.53925,0.38775,-0.6254000000000001,0.11179999999999998,0.39659999999999995,0.49139999999999995,-0.30541999999999997,0.0,0.0,0.0,41.0,0.41379310344827586,0.10638297872340426,0.06,0.07692307692307693,0.07575757575757576,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5106}",-0.5106,n,0.0,0.0,0.0,0.0,0.0,0.41379310344827586,0.10638297872340426,0.06,0.07692307692307693,0.07575757575757576,care.vice
limited,7.0,10.0,8.0,15.0,12.0,443.0,82.0,85.0,95.0,101.0,81.0,0.21357142857142855,0.2537142857142857,0.5325714285714286,0.04684285714285713,0.06020000000000001,0.352,0.5879,-0.29937,0.099125,0.25425,0.646625,-0.1682875,0.10606666666666667,0.2683333333333333,0.6255333333333335,-0.16646000000000008,0.10966666666666668,0.3749166666666666,0.5153333333333333,-0.32346666666666674,0.0,0.0,0.0,52.0,0.08536585365853659,0.11764705882352941,0.08421052631578947,0.1485148514851485,0.14814814814814814,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2263}",-0.2263,v,0.0,0.0,0.0,0.0,0.0,0.08536585365853659,0.11764705882352941,0.08421052631578947,0.1485148514851485,0.14814814814814814,authority.vice
threaten,9.0,8.0,6.0,3.0,3.0,160.0,35.0,31.0,36.0,28.0,30.0,0.2038888888888889,0.39266666666666666,0.4033333333333334,-0.23816666666666667,0.14450000000000002,0.44412500000000005,0.4115,-0.3819375,0.2215,0.3784999999999999,0.3998333333333333,-0.15541666666666665,0.08600000000000001,0.5876666666666667,0.3263333333333333,-0.6816333333333334,0.0,0.5596666666666666,0.4403333333333333,-0.7111666666666666,0.0,0.0,0.0,29.0,0.2571428571428571,0.25806451612903225,0.16666666666666666,0.10714285714285714,0.1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3818}",-0.3818,v,0.0,0.0,0.0,0.0,0.0,0.2571428571428571,0.25806451612903225,0.16666666666666666,0.10714285714285714,0.1,fairness.vice
fight,67.0,37.0,53.0,61.0,29.0,1546.0,325.0,304.0,322.0,321.0,275.0,0.09513432835820894,0.5391791044776119,0.3656567164179105,-0.4754955223880594,0.1676216216216216,0.43767567567567567,0.3947837837837837,-0.24904054054054056,0.10681132075471697,0.49926415094339616,0.39396226415094343,-0.49666981132075466,0.1455245901639344,0.44842622950819655,0.4060655737704918,-0.32138032786885234,0.16620689655172408,0.3996551724137931,0.43424137931034484,-0.2949103448275862,0.0,0.0,0.0,247.0,0.20615384615384616,0.12171052631578948,0.16459627329192547,0.19003115264797507,0.10545454545454545,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3818}",-0.3818,n,0.0,0.0,0.0,0.0,0.0,0.20615384615384616,0.12171052631578948,0.16459627329192547,0.19003115264797507,0.10545454545454545,care.vice
upset,7.0,2.0,4.0,9.0,5.0,217.0,44.0,40.0,42.0,54.0,37.0,0.095,0.6021428571428571,0.303,-0.7134571428571429,0.1115,0.4585,0.43,-0.46475,0.0,0.54775,0.45225,-0.535925,0.0,0.6097777777777778,0.3902222222222222,-0.6292555555555556,0.1,0.5555999999999999,0.3444,-0.48494000000000004,0.0,0.0,0.0,27.0,0.1590909090909091,0.05,0.09523809523809523,0.16666666666666666,0.13513513513513514,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3818}",-0.3818,v,0.0,0.0,0.0,0.0,0.0,0.1590909090909091,0.05,0.09523809523809523,0.16666666666666666,0.13513513513513514,authority.vice
hostile,12.0,8.0,5.0,8.0,7.0,183.0,47.0,32.0,37.0,31.0,36.0,0.08716666666666667,0.4375,0.47525,-0.3351,0.049625,0.451,0.499375,-0.5898,0.046400000000000004,0.41819999999999996,0.5353999999999999,-0.5229999999999999,0.064625,0.42112499999999997,0.514375,-0.4699,0.22557142857142856,0.40700000000000003,0.36728571428571427,-0.19677142857142854,0.0,0.0,0.0,40.0,0.2553191489361702,0.25,0.13513513513513514,0.25806451612903225,0.19444444444444445,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3818}",-0.3818,a,0.0,0.0,0.0,0.0,0.0,0.2553191489361702,0.25,0.13513513513513514,0.25806451612903225,0.19444444444444445,authority.vice
lobbying,0.0,3.0,2.0,6.0,2.0,127.0,20.0,39.0,22.0,27.0,19.0,0.0,0.0,0.0,0.0,0.11266666666666668,0.221,0.6666666666666666,0.06186666666666668,0.221,0.2785,0.501,-0.07415,0.04833333333333334,0.29116666666666663,0.6603333333333333,-0.14911666666666668,0.0,0.3165,0.6835,-0.24935,0.0,0.0,0.0,13.0,0.0,0.07692307692307693,0.09090909090909091,0.2222222222222222,0.10526315789473684,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.0772}",-0.0772,n,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.09090909090909091,0.2222222222222222,0.10526315789473684,authority.vice
unified,4.0,4.0,6.0,2.0,2.0,99.0,18.0,18.0,24.0,25.0,14.0,0.6535000000000001,0.0,0.34650000000000003,0.570425,0.4285,0.0,0.5715,0.54875,0.5475,0.028999999999999998,0.4235,0.5471333333333334,0.47850000000000004,0.0,0.5215,0.6996,0.5165,0.0,0.4835,0.5152,0.0,0.0,0.0,18.0,0.2222222222222222,0.2222222222222222,0.25,0.08,0.14285714285714285,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3818}",0.3818,v,0.2222222222222222,0.2222222222222222,0.25,0.08,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,loyalty.virtue
kill,40.0,18.0,26.0,16.0,22.0,490.0,100.0,103.0,108.0,79.0,101.0,0.08422500000000001,0.5886999999999998,0.32707500000000006,-0.6956275,0.08466666666666667,0.6196111111111109,0.29577777777777775,-0.7965944444444444,0.11973076923076922,0.5496153846153845,0.3305769230769231,-0.6686153846153846,0.063625,0.5575,0.37887499999999996,-0.7517874999999999,0.06654545454545456,0.5552727272727271,0.37813636363636366,-0.6845136363636364,0.0,0.0,0.0,122.0,0.4,0.17475728155339806,0.24074074074074073,0.20253164556962025,0.21782178217821782,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6908}",-0.6908,v,0.0,0.0,0.0,0.0,0.0,0.4,0.17475728155339806,0.24074074074074073,0.20253164556962025,0.21782178217821782,care.vice
waste,10.0,6.0,1.0,6.0,6.0,176.0,24.0,40.0,36.0,44.0,32.0,0.024,0.5842,0.39180000000000004,-0.6331299999999999,0.042166666666666665,0.4923333333333333,0.4656666666666666,-0.6043166666666666,0.123,0.717,0.16,-0.9022,0.076,0.6301666666666667,0.2936666666666667,-0.5925333333333332,0.06866666666666667,0.5883333333333334,0.3428333333333333,-0.6092833333333333,0.0,0.0,0.0,29.0,0.4166666666666667,0.15,0.027777777777777776,0.13636363636363635,0.1875,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4215}",-0.4215,n,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.15,0.027777777777777776,0.13636363636363635,0.1875,care.vice
hell,6.0,4.0,5.0,1.0,3.0,245.0,44.0,58.0,51.0,48.0,44.0,0.1585,0.501,0.3406666666666667,-0.476,0.1505,0.625,0.22425,-0.731525,0.23840000000000003,0.429,0.3328,-0.37348,0.0,0.605,0.395,-0.6808,0.051,0.6890000000000001,0.26,-0.8253,0.0,0.0,0.0,19.0,0.13636363636363635,0.06896551724137931,0.09803921568627451,0.020833333333333332,0.06818181818181818,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6808}",-0.6808,n,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.06896551724137931,0.09803921568627451,0.020833333333333332,0.06818181818181818,care.vice
rebel,11.0,10.0,18.0,17.0,3.0,373.0,81.0,89.0,81.0,66.0,56.0,0.055,0.46736363636363637,0.47754545454545455,-0.46340000000000003,0.026600000000000002,0.35609999999999997,0.6173,-0.30249000000000004,0.04977777777777778,0.3516666666666667,0.5985555555555556,-0.23881666666666668,0.07511764705882354,0.3801764705882353,0.5446470588235295,-0.2498470588235294,0.041,0.38000000000000006,0.579,-0.38586666666666664,0.0,0.0,0.0,59.0,0.13580246913580246,0.11235955056179775,0.2222222222222222,0.25757575757575757,0.05357142857142857,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.1531}",-0.1531,n,0.0,0.0,0.0,0.0,0.0,0.13580246913580246,0.11235955056179775,0.2222222222222222,0.25757575757575757,0.05357142857142857,authority.vice
confident,0.0,4.0,11.0,2.0,5.0,219.0,28.0,50.0,45.0,51.0,45.0,0.0,0.0,0.0,0.0,0.461,0.117,0.422,0.3802249999999999,0.6462727272727273,0.02009090909090909,0.3336363636363636,0.7298636363636362,0.6585,0.0,0.3415,0.60175,0.5481999999999999,0.051000000000000004,0.40099999999999997,0.5245200000000001,0.0,0.0,0.0,22.0,0.0,0.08,0.24444444444444444,0.0392156862745098,0.1111111111111111,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4939}",0.4939,a,0.0,0.08,0.24444444444444444,0.0392156862745098,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,loyalty.virtue
benefits,20.0,29.0,14.0,7.0,11.0,668.0,126.0,138.0,137.0,144.0,123.0,0.4518999999999999,0.11734999999999998,0.43080000000000007,0.3894749999999999,0.3894827586206897,0.09334482758620691,0.5172068965517241,0.3999413793103449,0.3435,0.06914285714285714,0.5873571428571429,0.39845,0.4388571428571429,0.20585714285714288,0.3554285714285714,0.1383285714285714,0.3648181818181819,0.11536363636363635,0.5198181818181818,0.3258636363636364,0.0,0.0,0.0,81.0,0.15873015873015872,0.21014492753623187,0.10218978102189781,0.04861111111111111,0.08943089430894309,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3818}",0.3818,n,0.15873015873015872,0.21014492753623187,0.10218978102189781,0.04861111111111111,0.08943089430894309,0.0,0.0,0.0,0.0,0.0,fairness.virtue
conflict,29.0,21.0,23.0,21.0,16.0,872.0,184.0,188.0,181.0,178.0,141.0,0.13972413793103447,0.4641724137931035,0.396103448275862,-0.28477586206896555,0.10414285714285716,0.4181428571428571,0.4775714285714285,-0.27445714285714284,0.09478260869565218,0.4287826086956521,0.47639130434782595,-0.34589130434782606,0.07461904761904763,0.4783809523809525,0.447047619047619,-0.45751904761904766,0.15056250000000002,0.418875,0.4306249999999999,-0.25010625000000003,0.0,0.0,0.0,110.0,0.15760869565217392,0.11170212765957446,0.1270718232044199,0.11797752808988764,0.11347517730496454,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3182}",-0.3182,n,0.0,0.0,0.0,0.0,0.0,0.15760869565217392,0.11170212765957446,0.1270718232044199,0.11797752808988764,0.11347517730496454,care.vice
failure,19.0,16.0,18.0,17.0,15.0,500.0,105.0,111.0,93.0,103.0,88.0,0.10752631578947369,0.5379999999999999,0.354578947368421,-0.656978947368421,0.0925,0.47575,0.4318125,-0.5569875,0.059277777777777776,0.5412777777777777,0.3993888888888889,-0.6109,0.1076470588235294,0.4992941176470589,0.3930588235294118,-0.5360941176470589,0.014,0.5333333333333333,0.4526666666666666,-0.6700933333333333,0.0,0.0,0.0,85.0,0.18095238095238095,0.14414414414414414,0.1935483870967742,0.1650485436893204,0.17045454545454544,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5106}",-0.5106,n,0.0,0.0,0.0,0.0,0.0,0.18095238095238095,0.14414414414414414,0.1935483870967742,0.1650485436893204,0.17045454545454544,loyalty.vice
admit,1.0,4.0,5.0,1.0,1.0,107.0,24.0,22.0,23.0,25.0,13.0,0.706,0.0,0.294,0.7351,0.44575,0.19774999999999998,0.35650000000000004,0.07070000000000001,0.5720000000000001,0.0,0.42799999999999994,0.52354,0.265,0.0,0.735,0.2023,0.699,0.0,0.301,0.8074,0.0,0.0,0.0,12.0,0.041666666666666664,0.18181818181818182,0.21739130434782608,0.04,0.07692307692307693,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2023}",0.2023,v,0.041666666666666664,0.18181818181818182,0.21739130434782608,0.04,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,loyalty.virtue
true,11.0,18.0,14.0,13.0,16.0,841.0,149.0,177.0,180.0,177.0,158.0,0.5574545454545453,0.12372727272727273,0.3188181818181818,0.47156363636363635,0.4465555555555556,0.09716666666666668,0.45644444444444443,0.4046944444444444,0.4780714285714286,0.11485714285714287,0.4072857142857142,0.43206428571428573,0.5192307692307693,0.035153846153846154,0.44561538461538464,0.5255,0.4370000000000001,0.14656249999999998,0.41668750000000004,0.3056,0.0,0.0,0.0,72.0,0.0738255033557047,0.1016949152542373,0.07777777777777778,0.07344632768361582,0.10126582278481013,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,a,0.0738255033557047,0.1016949152542373,0.07777777777777778,0.07344632768361582,0.10126582278481013,0.0,0.0,0.0,0.0,0.0,fairness.virtue
launched,14.0,8.0,10.0,20.0,3.0,373.0,63.0,89.0,81.0,67.0,73.0,0.2473571428571428,0.20535714285714288,0.5472142857142858,-0.07717857142857143,0.28400000000000003,0.139875,0.5762499999999999,0.02850000000000001,0.2978,0.0993,0.6029,0.021420000000000005,0.27829999999999994,0.20015,0.52135,-0.03998,0.328,0.151,0.5206666666666667,0.05333333333333332,0.0,0.0,0.0,55.0,0.2222222222222222,0.0898876404494382,0.12345679012345678,0.29850746268656714,0.0410958904109589,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.128}",0.128,v,0.2222222222222222,0.0898876404494382,0.12345679012345678,0.29850746268656714,0.0410958904109589,0.0,0.0,0.0,0.0,0.0,authority.virtue
determined,4.0,9.0,6.0,8.0,4.0,250.0,40.0,60.0,52.0,48.0,50.0,0.43450000000000005,0.0,0.5655,0.34,0.4934444444444444,0.06477777777777777,0.44188888888888894,0.4023555555555555,0.43683333333333335,0.20299999999999999,0.36033333333333334,0.19603333333333336,0.49912500000000004,0.172,0.32862499999999994,0.21008749999999998,0.4445,0.058,0.4975,0.5299,0.0,0.0,0.0,31.0,0.1,0.15,0.11538461538461539,0.16666666666666666,0.08,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.34}",0.34,v,0.1,0.15,0.11538461538461539,0.16666666666666666,0.08,0.0,0.0,0.0,0.0,0.0,authority.virtue
low,31.0,31.0,10.0,10.0,21.0,596.0,128.0,113.0,121.0,116.0,120.0,0.17316129032258065,0.27477419354838717,0.5520000000000002,-0.04075483870967742,0.11606451612903224,0.3040967741935485,0.5798709677419355,-0.1944032258064516,0.0613,0.35679999999999995,0.582,-0.37220000000000003,0.07930000000000001,0.40140000000000003,0.5193,-0.4569000000000001,0.12033333333333332,0.34028571428571436,0.5394761904761904,-0.2532285714285714,0.0,0.0,0.0,103.0,0.2421875,0.2743362831858407,0.08264462809917356,0.08620689655172414,0.175,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2732}",-0.2732,a,0.0,0.0,0.0,0.0,0.0,0.2421875,0.2743362831858407,0.08264462809917356,0.08620689655172414,0.175,fairness.vice
exposed,12.0,3.0,4.0,5.0,13.0,231.0,51.0,45.0,36.0,43.0,56.0,0.08983333333333333,0.44949999999999996,0.4606666666666667,-0.42092500000000005,0.16966666666666666,0.5316666666666666,0.29866666666666664,-0.5069666666666667,0.078,0.4185,0.5035000000000001,-0.3679,0.0,0.5684,0.4316,-0.44483999999999996,0.08107692307692306,0.3748461538461538,0.544076923076923,-0.31531538461538466,0.0,0.0,0.0,37.0,0.23529411764705882,0.06666666666666667,0.1111111111111111,0.11627906976744186,0.23214285714285715,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.0772}",-0.0772,v,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.06666666666666667,0.1111111111111111,0.11627906976744186,0.23214285714285715,care.vice
abandon,6.0,5.0,5.0,3.0,2.0,153.0,25.0,33.0,33.0,32.0,30.0,0.13983333333333334,0.4765,0.3838333333333334,-0.5329833333333334,0.2668,0.41559999999999997,0.3176,-0.07308,0.0,0.6336,0.36639999999999995,-0.54134,0.0,0.6613333333333333,0.33866666666666667,-0.6086333333333334,0.514,0.28800000000000003,0.1985,0.30975,0.0,0.0,0.0,21.0,0.24,0.15151515151515152,0.15151515151515152,0.09375,0.06666666666666667,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4404}",-0.4404,v,0.0,0.0,0.0,0.0,0.0,0.24,0.15151515151515152,0.15151515151515152,0.09375,0.06666666666666667,care.vice
ethical,3.0,5.0,3.0,4.0,6.0,109.0,25.0,17.0,23.0,23.0,21.0,0.3746666666666667,0.09899999999999999,0.5266666666666667,0.32320000000000004,0.317,0.1268,0.5562,0.29946,0.3096666666666667,0.04933333333333333,0.6413333333333333,0.5402,0.45725,0.07425,0.46875000000000006,0.490275,0.43516666666666665,0.09949999999999999,0.4655,0.43883333333333335,0.0,0.0,0.0,21.0,0.12,0.29411764705882354,0.13043478260869565,0.17391304347826086,0.2857142857142857,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5106}",0.5106,a,0.12,0.29411764705882354,0.13043478260869565,0.17391304347826086,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,fairness.virtue
prominent,5.0,5.0,5.0,9.0,3.0,316.0,68.0,82.0,55.0,61.0,50.0,0.3287999999999999,0.0876,0.5834,0.33196,0.3538,0.13820000000000002,0.508,0.20124,0.3016,0.15259999999999999,0.5456,0.06588,0.3606666666666667,0.06744444444444445,0.5718888888888889,0.27112222222222226,0.18433333333333332,0.3106666666666667,0.505,-0.40840000000000004,0.0,0.0,0.0,27.0,0.07352941176470588,0.06097560975609756,0.09090909090909091,0.14754098360655737,0.06,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}",0.3182,a,0.07352941176470588,0.06097560975609756,0.09090909090909091,0.14754098360655737,0.06,0.0,0.0,0.0,0.0,0.0,authority.virtue
friendly,5.0,9.0,7.0,5.0,4.0,125.0,16.0,32.0,37.0,18.0,22.0,0.524,0.061,0.41500000000000004,0.50318,0.45066666666666666,0.04666666666666666,0.5026666666666667,0.44295555555555555,0.5897142857142857,0.09357142857142857,0.3164285714285714,0.5990857142857144,0.34719999999999995,0.156,0.4968,0.33282,0.52,0.13524999999999998,0.345,0.4992,0.0,0.0,0.0,30.0,0.3125,0.28125,0.1891891891891892,0.2777777777777778,0.18181818181818182,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4939}",0.4939,a,0.3125,0.28125,0.1891891891891892,0.2777777777777778,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,care.virtue
